step,loss,real_crps,synth_ed,steps/s,real_frac
21200,-0.997179,0.047114,0.003562,4.500458,0.453125
21250,-1.013623,0.046656,0.003502,4.501906,0.453125
21300,-1.022412,0.045911,0.003600,4.503329,0.453125
21350,-1.024087,0.046140,0.003640,4.504814,0.453125
21400,-1.003538,0.046997,0.003573,4.506270,0.453125
21450,-1.026736,0.046072,0.003551,4.507675,0.457031
21500,-1.025553,0.046267,0.003617,4.509209,0.457031
21500,0.037717,-1.275562
21550,-1.025618,0.046285,0.003585,4.510630,0.457031
21600,-1.016934,0.046765,0.003612,4.512116,0.457031
21650,-1.015540,0.047005,0.003569,4.513582,0.457031
21700,-1.017393,0.046724,0.003612,4.515009,0.457031
21750,-1.024432,0.046628,0.003540,4.516471,0.460938
21800,-1.019252,0.047220,0.003518,4.518014,0.460938
21850,-1.035595,0.046444,0.003554,4.519532,0.460938
21900,-1.066416,0.044671,0.003569,4.521010,0.460938
21950,-1.033453,0.046534,0.003648,4.522470,0.460938
22000,-1.033711,0.046442,0.003573,4.523964,0.460938
22000,0.037717,-1.275562
22050,-1.015423,0.047169,0.003531,4.525012,0.460938
22100,-1.025938,0.046841,0.003566,4.526513,0.464844
22150,-1.047891,0.046066,0.003540,4.528060,0.464844
22200,-1.054099,0.045557,0.003511,4.529517,0.464844
22250,-1.060927,0.045466,0.003525,4.531022,0.464844
22300,-1.034602,0.046667,0.003455,4.532553,0.464844
22350,-1.056803,0.045451,0.003545,4.534020,0.464844
22400,-1.052191,0.045866,0.003590,4.535488,0.468750
22450,-1.041505,0.046728,0.003592,4.537061,0.468750
22500,-1.047574,0.046351,0.003518,4.538605,0.468750
22500,0.037717,-1.275562
22550,-1.039889,0.046710,0.003558,4.540045,0.468750
22600,-1.062237,0.045581,0.003519,4.541561,0.468750
22650,-1.060599,0.045797,0.003524,4.543022,0.468750
22700,-1.066124,0.045610,0.003724,4.544500,0.468750
22750,-1.032849,0.046982,0.003617,4.546014,0.472656
22800,-1.028127,0.047810,0.003555,4.547443,0.472656
22850,-1.057228,0.046072,0.003515,4.548955,0.472656
22900,-1.074294,0.045365,0.003523,4.550447,0.472656
22950,-1.047745,0.046512,0.003550,4.551926,0.472656
23000,-1.060328,0.046393,0.003572,4.553428,0.472656
23000,0.037717,-1.275562
23050,-1.074861,0.045601,0.003588,4.554788,0.476562
23100,-1.045101,0.047083,0.003527,4.556289,0.476562
23150,-1.054715,0.046892,0.003604,4.557801,0.476562
23200,-1.047762,0.046859,0.003837,4.559281,0.476562
23250,-1.050967,0.047060,0.003569,4.560755,0.476562
23300,-1.065497,0.046328,0.003489,4.562215,0.476562
23350,-1.048562,0.046768,0.003480,4.563700,0.476562
23400,-1.049986,0.047320,0.003691,4.565145,0.480469
23450,-1.082906,0.045830,0.003562,4.566639,0.480469
23500,-1.077688,0.045833,0.003612,4.568130,0.480469
23500,0.037717,-1.275562
23550,-1.095612,0.045060,0.003590,4.569525,0.480469
23600,-1.068306,0.046604,0.003542,4.571065,0.480469
23650,-1.077938,0.045921,0.003558,4.572508,0.480469
23700,-1.078973,0.046622,0.003492,4.574014,0.484375
23750,-1.092979,0.045844,0.004002,4.575492,0.484375
23800,-1.054792,0.047584,0.003461,4.577002,0.484375
23850,-1.098056,0.045235,0.003481,4.578534,0.484375
23900,-1.077859,0.046678,0.003532,4.580051,0.484375
23950,-1.074856,0.046653,0.003511,4.581577,0.484375
24000,-1.096383,0.045706,0.003551,4.583127,0.484375
24000,0.037717,-1.275562
24050,-1.073206,0.046693,0.003633,4.584244,0.488281
24100,-1.093232,0.046391,0.003686,4.585766,0.488281
24150,-1.085870,0.046319,0.003471,4.587220,0.488281
24200,-1.091905,0.046370,0.003566,4.588723,0.488281
24250,-1.064950,0.047105,0.003576,4.590296,0.488281
24300,-1.081084,0.046755,0.003505,4.591767,0.488281
24350,-1.096033,0.045833,0.003514,4.593314,0.492188
24400,-1.098275,0.045996,0.003458,4.594921,0.492188
24450,-1.099450,0.046070,0.003481,4.596442,0.492188
24500,-1.095002,0.046253,0.003632,4.597936,0.492188
24500,0.037717,-1.275562
24550,-1.084488,0.046720,0.003637,4.599342,0.492188
24600,-1.101086,0.046141,0.003506,4.600852,0.492188
24650,-1.090942,0.046532,0.003577,4.602357,0.492188
24700,-1.099159,0.046383,0.003546,4.603854,0.496094
24750,-1.087704,0.047345,0.003517,4.605369,0.496094
24800,-1.123576,0.045571,0.003492,4.606912,0.496094
24850,-1.085143,0.047023,0.003580,4.608390,0.496094
24900,-1.094167,0.046698,0.004002,4.609870,0.496094
24950,-1.109593,0.046147,0.003582,4.611364,0.496094
25000,-1.077282,0.047484,0.003555,4.612855,0.500000
25000,0.037717,-1.275562
25050,-1.097217,0.046947,0.003541,4.614339,0.500000
25100,-1.124206,0.045614,0.003566,4.615878,0.500000
25150,-1.106321,0.046670,0.003553,4.617415,0.500000
25200,-1.116781,0.046070,0.003583,4.618916,0.500000
25250,-1.114887,0.045942,0.003574,4.620439,0.500000
25300,-1.124406,0.045675,0.003511,4.621941,0.500000
25350,-1.113134,0.046496,0.003570,4.623464,0.503906
25400,-1.135007,0.045734,0.003567,4.625008,0.503906
25450,-1.114113,0.046486,0.003509,4.626527,0.503906
25500,-1.125722,0.045943,0.003582,4.628082,0.503906
25500,0.037717,-1.275562
25550,-1.122461,0.046330,0.003683,4.629398,0.503906
25600,-1.129217,0.046018,0.003998,4.630896,0.503906
25650,-1.128362,0.045886,0.003523,4.632440,0.503906
25700,-1.113095,0.046945,0.003502,4.634012,0.507812
25750,-1.148618,0.045581,0.003532,4.635598,0.507812
25800,-1.119877,0.046603,0.003581,4.637164,0.507812
25850,-1.133499,0.046209,0.003634,4.638711,0.507812
25900,-1.102862,0.047628,0.003483,4.640235,0.507812
25950,-1.120265,0.047121,0.003566,4.641805,0.507812
26000,-1.148662,0.045533,0.003570,4.643345,0.511719
26000,0.037717,-1.275562
26050,-1.119670,0.047487,0.003553,4.644550,0.511719
26100,-1.148031,0.045696,0.003599,4.646100,0.511719
26150,-1.106053,0.047705,0.003498,4.647635,0.511719
26200,-1.133702,0.046605,0.003527,4.649261,0.511719
26250,-1.119623,0.046760,0.003558,4.650869,0.511719
26300,-1.144473,0.046140,0.003600,4.652395,0.511719
26350,-1.148896,0.045845,0.003562,4.654004,0.515625
26400,-1.154481,0.046162,0.003518,4.655586,0.515625
26450,-1.120731,0.047187,0.003502,4.657211,0.515625
26500,-1.144450,0.046588,0.003636,4.658792,0.515625
26500,0.037717,-1.275562
26550,-1.134475,0.046745,0.003577,4.660289,0.515625
26600,-1.119778,0.047534,0.003603,4.661854,0.515625
26650,-1.140472,0.046610,0.003456,4.663496,0.519531
26700,-1.142356,0.046725,0.003565,4.665112,0.519531
26750,-1.150756,0.046382,0.003607,4.666705,0.519531
26800,-1.168983,0.045974,0.003495,4.668315,0.519531
26850,-1.140365,0.046927,0.003638,4.669888,0.519531
26900,-1.182925,0.045101,0.003538,4.671394,0.519531
26950,-1.155128,0.046319,0.003547,4.672968,0.519531
27000,-1.165233,0.045712,0.003578,4.674532,0.523438
27000,0.037717,-1.275562
27050,-1.150065,0.046946,0.003524,4.675942,0.523438
27100,-1.169237,0.046363,0.003642,4.677477,0.523438
27150,-1.161541,0.046537,0.003550,4.679097,0.523438
27200,-1.170301,0.046030,0.003515,4.680717,0.523438
27250,-1.156843,0.046428,0.003569,4.682308,0.523438
27300,-1.164762,0.046431,0.003532,4.683913,0.527344
27350,-1.177497,0.045916,0.003556,4.685538,0.527344
27400,-1.143066,0.047115,0.003509,4.687193,0.527344
27450,-1.180595,0.045992,0.003542,4.688814,0.527344
27500,-1.180479,0.045645,0.003522,4.690384,0.527344
27500,0.037717,-1.275562
27550,-1.143645,0.047394,0.003672,4.691869,0.527344
27600,-1.178101,0.045930,0.003585,4.693294,0.527344
27650,-1.180720,0.045958,0.003527,4.694744,0.531250
27700,-1.200382,0.045263,0.003568,4.696133,0.531250
27750,-1.172138,0.046750,0.003638,4.697617,0.531250
27800,-1.168781,0.046869,0.003552,4.699239,0.531250
27850,-1.161781,0.046896,0.003481,4.700744,0.531250
27900,-1.156282,0.047273,0.003497,4.702173,0.531250
27950,-1.162333,0.047346,0.003540,4.703595,0.535156
28000,-1.171342,0.046750,0.003512,4.705067,0.535156
28000,0.037717,-1.275562
28050,-1.194453,0.046222,0.003572,4.706406,0.535156
28100,-1.200007,0.046089,0.003526,4.708066,0.535156
28150,-1.185949,0.046509,0.003476,4.709688,0.535156
28200,-1.189348,0.046258,0.003597,4.711338,0.535156
28250,-1.186652,0.046299,0.003543,4.712847,0.535156
28300,-1.203132,0.046043,0.003599,4.714493,0.539062
28350,-1.176003,0.047418,0.003524,4.716145,0.539062
28400,-1.193409,0.046262,0.003618,4.717686,0.539062
28450,-1.186992,0.046374,0.003510,4.719100,0.539062
28500,-1.178590,0.047099,0.003599,4.720492,0.539062
28500,0.037717,-1.275562
28550,-1.196674,0.046098,0.003569,4.721825,0.539062
28600,-1.212335,0.045759,0.003626,4.723401,0.542969
28650,-1.203031,0.046187,0.003574,4.725020,0.542969
28700,-1.188642,0.046971,0.003592,4.726483,0.542969
28750,-1.207025,0.046295,0.003601,4.727896,0.542969
28800,-1.197903,0.046607,0.003577,4.729358,0.542969
28850,-1.190349,0.046709,0.003540,4.730971,0.542969
28900,-1.196654,0.046578,0.003582,4.732582,0.542969
28950,-1.214760,0.046068,0.003588,4.734222,0.546875
29000,-1.194794,0.047033,0.003604,4.735853,0.546875
29000,0.037717,-1.275562
29050,-1.198382,0.046615,0.003559,4.737433,0.546875
29100,-1.201597,0.046909,0.003574,4.739075,0.546875
29150,-1.193996,0.047008,0.003598,4.740700,0.546875
29200,-1.208638,0.046287,0.003481,4.742341,0.546875
29250,-1.208245,0.046626,0.003676,4.743989,0.550781
29300,-1.226690,0.046281,0.003568,4.745670,0.550781
29350,-1.191319,0.047293,0.003608,4.747319,0.550781
29400,-1.231310,0.045992,0.003475,4.748983,0.550781
29450,-1.238280,0.045546,0.003582,4.750637,0.550781
29500,-1.194442,0.047230,0.003549,4.752289,0.550781
29500,0.037717,-1.275562
29550,-1.214897,0.046577,0.003503,4.753823,0.550781
29600,-1.218598,0.046240,0.003593,4.755411,0.554688
29650,-1.222567,0.046591,0.003481,4.757060,0.554688
29700,-1.194266,0.047844,0.003578,4.758720,0.554688
29750,-1.211223,0.046943,0.003544,4.760389,0.554688
29800,-1.235436,0.045853,0.003570,4.762037,0.554688
29850,-1.225724,0.046463,0.003596,4.763665,0.554688
29900,-1.246673,0.045599,0.003607,4.765302,0.558594
29950,-1.221005,0.046990,0.003561,4.766976,0.558594
30000,-1.244284,0.046048,0.003539,4.768693,0.558594
30000,0.037717,-1.275562
30050,-1.206316,0.047632,0.003566,4.770043,0.558594
30100,-1.236499,0.046110,0.003785,4.771696,0.558594
30150,-1.256877,0.045704,0.003582,4.773335,0.558594
30200,-1.202037,0.047509,0.003581,4.774972,0.558594
30250,-1.233475,0.046482,0.006694,4.776639,0.562500
30300,-1.253477,0.046226,0.003617,4.778323,0.562500
30350,-1.253116,0.046113,0.003530,4.779996,0.562500
30400,-1.274837,0.045131,0.003640,4.781665,0.562500
30450,-1.238522,0.046309,0.003540,4.783329,0.562500
30500,-1.229523,0.047329,0.003600,4.784997,0.562500
30500,0.037717,-1.275562
30550,-1.237837,0.046738,0.003651,4.786568,0.566406
30600,-1.238410,0.046944,0.003610,4.788241,0.566406
30650,-1.257974,0.045897,0.003510,4.789908,0.566406
30700,-1.240646,0.046711,0.003601,4.791588,0.566406
30750,-1.237111,0.046957,0.003490,4.793296,0.566406
30800,-1.268671,0.045653,0.003565,4.794951,0.566406
30850,-1.274261,0.045297,0.003524,4.796620,0.566406
30900,-1.257538,0.046346,0.003637,4.798349,0.570312
30950,-1.263023,0.046345,0.003521,4.799964,0.570312
31000,-1.267479,0.046046,0.003511,4.801704,0.570312
31000,0.037717,-1.275562
31050,-1.265837,0.046108,0.003628,4.803321,0.570312
31100,-1.249848,0.046548,0.003531,4.805014,0.570312
31150,-1.268388,0.045945,0.003503,4.806690,0.570312
31200,-1.269344,0.045984,0.003600,4.808394,0.574219
31250,-1.283397,0.045554,0.003545,4.810101,0.574219
31300,-1.267165,0.046388,0.003475,4.811822,0.574219
31350,-1.277985,0.046116,0.003564,4.813500,0.574219
31400,-1.248705,0.046940,0.003547,4.815192,0.574219
31450,-1.256519,0.046547,0.003518,4.816914,0.574219
31500,-1.280220,0.046292,0.003637,4.818604,0.574219
31500,0.037717,-1.275562
31550,-1.267333,0.046886,0.003556,4.820201,0.578125
31600,-1.283314,0.045863,0.003577,4.821917,0.578125
31650,-1.278207,0.046091,0.003520,4.823641,0.578125
31700,-1.274702,0.046314,0.003601,4.825335,0.578125
31750,-1.266214,0.046486,0.003594,4.827078,0.578125
31800,-1.271738,0.046280,0.003598,4.828746,0.578125
31850,-1.281237,0.046195,0.003563,4.830468,0.582031
31900,-1.266159,0.046942,0.003479,4.832215,0.582031
31950,-1.267711,0.046663,0.003561,4.833934,0.582031
32000,-1.267262,0.047178,0.003617,4.835666,0.582031
32000,0.037717,-1.275562
32050,-1.274334,0.046766,0.003629,4.837047,0.582031
32100,-1.275898,0.046420,0.003574,4.838757,0.582031
32150,-1.262661,0.046836,0.003604,4.840447,0.582031
32200,-1.286774,0.046491,0.003508,4.842199,0.585938
32250,-1.284126,0.046317,0.003545,4.843908,0.585938
32300,-1.310972,0.045471,0.003524,4.845550,0.585938
32350,-1.293927,0.045991,0.003634,4.847242,0.585938
32400,-1.308236,0.045883,0.003588,4.848982,0.585938
32450,-1.287839,0.046785,0.003479,4.850716,0.585938
32500,-1.292176,0.046309,0.003466,4.852434,0.589844
32500,0.037717,-1.275562
32550,-1.309574,0.045814,0.003425,4.854114,0.589844
32600,-1.305350,0.046341,0.003571,4.855837,0.589844
32650,-1.288173,0.046847,0.003507,4.857586,0.589844
32700,-1.282531,0.046796,0.003551,4.859300,0.589844
32750,-1.306015,0.045806,0.003493,4.861033,0.589844
32800,-1.303432,0.046779,0.003498,4.862767,0.589844
32850,-1.289507,0.047006,0.003582,4.864483,0.593750
32900,-1.323579,0.045737,0.003548,4.866210,0.593750
32950,-1.320363,0.045784,0.003574,4.867910,0.593750
33000,-1.301261,0.046296,0.003541,4.869596,0.593750
33000,0.037717,-1.275562
33050,-1.309022,0.046222,0.003533,4.871238,0.593750
33100,-1.331413,0.045469,0.003615,4.872948,0.593750
33150,-1.323405,0.045894,0.003465,4.874661,0.597656
33200,-1.303058,0.046984,0.003632,4.876403,0.597656
33250,-1.317771,0.046528,0.003529,4.878121,0.597656
33300,-1.314572,0.046188,0.003600,4.879834,0.597656
33350,-1.333371,0.045715,0.003669,4.881546,0.597656
33400,-1.343208,0.045534,0.003550,4.883232,0.597656
33450,-1.317246,0.046159,0.003453,4.884974,0.597656
33500,-1.329955,0.045969,0.003618,4.886725,0.601562
33500,0.037717,-1.275562
33550,-1.338531,0.045751,0.003510,4.888441,0.601562
33600,-1.330982,0.045961,0.003621,4.890196,0.601562
33650,-1.312178,0.046971,0.003541,4.891887,0.601562
33700,-1.341707,0.045613,0.003507,4.893636,0.601562
33750,-1.326997,0.046453,0.003578,4.895397,0.601562
33800,-1.309014,0.047050,0.003601,4.897144,0.605469
33850,-1.305017,0.047316,0.003461,4.898942,0.605469
33900,-1.327302,0.046356,0.003529,4.900728,0.605469
33950,-1.341124,0.046053,0.003632,4.902491,0.605469
34000,-1.293288,0.047618,0.003545,4.904283,0.605469
34000,0.037717,-1.275562
34050,-1.340701,0.046082,0.003584,4.905764,0.605469
34100,-1.328358,0.046533,0.003553,4.907532,0.605469
34150,-1.333845,0.046398,0.003490,4.909320,0.609375
34200,-1.342283,0.046005,0.003514,4.911119,0.609375
34250,-1.343304,0.046338,0.003497,4.912921,0.609375
34300,-1.339303,0.046418,0.003562,4.914665,0.609375
34350,-1.328275,0.046631,0.003520,4.916450,0.609375
34400,-1.337695,0.046583,0.003492,4.918212,0.609375
34450,-1.344387,0.046270,0.004165,4.919991,0.613281
34500,-1.338392,0.046561,0.003613,4.921781,0.613281
34500,0.037717,-1.275562
34550,-1.340946,0.046767,0.003603,4.923477,0.613281
34600,-1.367386,0.045698,0.003500,4.925294,0.613281
34650,-1.366447,0.045720,0.003483,4.927085,0.613281
34700,-1.318995,0.047472,0.003532,4.928835,0.613281
34750,-1.331924,0.046967,0.003448,4.930628,0.613281
34800,-1.364338,0.045769,0.003574,4.932426,0.617188
34850,-1.350097,0.046647,0.003604,4.934211,0.617188
34900,-1.332984,0.047343,0.003620,4.936011,0.617188
34950,-1.358254,0.046622,0.003538,4.937828,0.617188
35000,-1.348991,0.046575,0.003605,4.939564,0.617188
35000,0.037717,-1.275562
35050,-1.344570,0.046703,0.003411,4.941305,0.617188
35100,-1.344123,0.046988,0.003537,4.943125,0.621094
35150,-1.332586,0.047591,0.003501,4.944954,0.621094
35200,-1.377790,0.045797,0.003601,4.946777,0.621094
35250,-1.369227,0.046229,0.003489,4.948598,0.621094
35300,-1.381704,0.046004,0.003523,4.950413,0.621094
35350,-1.363275,0.046336,0.003505,4.952229,0.621094
35400,-1.380041,0.045859,0.003516,4.954071,0.621094
35450,-1.380819,0.045868,0.003566,4.955921,0.625000
35500,-1.357310,0.046766,0.003534,4.957778,0.625000
35500,0.037717,-1.275562
35550,-1.386863,0.046105,0.004097,4.959552,0.625000
35600,-1.359162,0.046800,0.003586,4.961381,0.625000
35650,-1.362167,0.046596,0.003602,4.963199,0.625000
35700,-1.381984,0.046076,0.003525,4.965035,0.625000
35750,-1.370537,0.046331,0.003592,4.966841,0.628906
35800,-1.384110,0.046040,0.003541,4.968708,0.628906
35850,-1.376626,0.046304,0.003589,4.970573,0.628906
35900,-1.366150,0.046730,0.003553,4.972426,0.628906
35950,-1.376562,0.046510,0.003558,4.974250,0.628906
36000,-1.371095,0.046777,0.003566,4.976065,0.628906
36000,0.037717,-1.275562
36050,-1.388757,0.046226,0.003569,4.977546,0.628906
36100,-1.391175,0.046186,0.003652,4.979383,0.632812
36150,-1.387913,0.046196,0.003522,4.981255,0.632812
36200,-1.377498,0.046460,0.003532,4.983105,0.632812
36250,-1.370078,0.046888,0.003590,4.984972,0.632812
36300,-1.376574,0.046644,0.003567,4.986755,0.632812
36350,-1.409363,0.045591,0.003521,4.988593,0.632812
36400,-1.404248,0.045714,0.003574,4.990424,0.636719
36450,-1.394575,0.046411,0.003615,4.992296,0.636719
36500,-1.398574,0.046244,0.003566,4.994165,0.636719
36500,0.037717,-1.275562
36550,-1.372097,0.047156,0.003483,4.995960,0.636719
36600,-1.378444,0.047120,0.003596,4.997815,0.636719
36650,-1.406256,0.046205,0.003605,4.999691,0.636719
36700,-1.389557,0.046651,0.003455,5.001549,0.636719
36750,-1.381786,0.046857,0.003503,5.003454,0.640625
36800,-1.399368,0.046508,0.003479,5.005336,0.640625
36850,-1.392805,0.046739,0.003538,5.007220,0.640625
36900,-1.414536,0.046034,0.003541,5.009121,0.640625
36950,-1.404628,0.046251,0.003548,5.010985,0.640625
37000,-1.383099,0.047083,0.003554,5.012847,0.640625
37000,0.037717,-1.275562
37050,-1.399853,0.046635,0.003653,5.014651,0.644531
37100,-1.433781,0.045556,0.003472,5.016562,0.644531
37150,-1.421261,0.045979,0.003615,5.018461,0.644531
37200,-1.411427,0.046222,0.003508,5.020328,0.644531
37250,-1.413014,0.046192,0.003468,5.022216,0.644531
37300,-1.424089,0.045785,0.003581,5.024105,0.644531
37350,-1.427712,0.045660,0.003478,5.025976,0.644531
37400,-1.423605,0.046290,0.003578,5.027859,0.648438
37450,-1.426108,0.046353,0.003540,5.029759,0.648438
37500,-1.410883,0.046357,0.003621,5.031648,0.648438
37500,0.037717,-1.275562
37550,-1.427104,0.046221,0.003560,5.033484,0.648438
37600,-1.410259,0.046852,0.003561,5.035358,0.648438
37650,-1.427540,0.046197,0.003530,5.037263,0.648438
37700,-1.428222,0.046210,0.003563,5.039043,0.652344
37750,-1.439324,0.045819,0.003595,5.040956,0.652344
37800,-1.435894,0.046060,0.003653,5.042869,0.652344
37850,-1.434224,0.046255,0.003579,5.044765,0.652344
37900,-1.411245,0.047024,0.003538,5.046663,0.652344
37950,-1.431105,0.046353,0.003481,5.048557,0.652344
38000,-1.412722,0.046889,0.003610,5.050473,0.652344
38000,0.037717,-1.275562
38050,-1.452297,0.045886,0.003501,5.052111,0.656250
38100,-1.438391,0.046380,0.003527,5.054072,0.656250
38150,-1.444419,0.046060,0.003545,5.056004,0.656250
38200,-1.418614,0.046915,0.003579,5.057905,0.656250
38250,-1.440942,0.046264,0.003537,5.059827,0.656250
38300,-1.431789,0.046246,0.003669,5.061747,0.656250
38350,-1.440915,0.046312,0.003529,5.063663,0.660156
38400,-1.435056,0.046742,0.003645,5.065580,0.660156
38450,-1.454574,0.045826,0.003451,5.067538,0.660156
38500,-1.433812,0.046714,0.003650,5.069450,0.660156
38500,0.037717,-1.275562
38550,-1.418880,0.046881,0.003551,5.071312,0.660156
38600,-1.433674,0.046690,0.003516,5.073254,0.660156
38650,-1.458834,0.046105,0.003491,5.075170,0.660156
38700,-1.461043,0.046070,0.003563,5.077106,0.664062
38750,-1.468010,0.045631,0.003498,5.079031,0.664062
38800,-1.468155,0.045812,0.003550,5.080964,0.664062
38850,-1.452595,0.046375,0.003549,5.082908,0.664062
38900,-1.437062,0.046949,0.004339,5.084831,0.664062
38950,-1.436107,0.046981,0.003624,5.086751,0.664062
39000,-1.461244,0.046095,0.003440,5.088701,0.667969
39000,0.037717,-1.275562
39050,-1.439963,0.047181,0.003557,5.090524,0.667969
39100,-1.475572,0.045942,0.003522,5.092462,0.667969
39150,-1.453881,0.046793,0.003592,5.094407,0.667969
39200,-1.446566,0.046811,0.003508,5.096352,0.667969
39250,-1.476240,0.046045,0.003501,5.098296,0.667969
39300,-1.471237,0.046057,0.003780,5.100248,0.667969
39350,-1.481431,0.045729,0.003434,5.102217,0.671875
39400,-1.465342,0.046641,0.003588,5.104190,0.671875
39450,-1.458361,0.046680,0.003588,5.106154,0.671875
39500,-1.484872,0.045923,0.003570,5.108111,0.671875
39500,0.037717,-1.275562
39550,-1.488821,0.045755,0.003497,5.110002,0.671875
39600,-1.462614,0.046613,0.003514,5.111967,0.671875
39650,-1.445423,0.047244,0.003505,5.113928,0.675781
39700,-1.467990,0.046516,0.003586,5.115905,0.675781
39750,-1.484446,0.046370,0.003580,5.117880,0.675781
39800,-1.481651,0.046213,0.003629,5.119825,0.675781
39850,-1.445791,0.047624,0.003528,5.121766,0.675781
39900,-1.480563,0.045927,0.003515,5.123734,0.675781
39950,-1.448415,0.047280,0.003655,5.125690,0.675781
40000,-1.445453,0.047633,0.003582,5.127662,0.679688
40000,0.037717,-1.275562
40050,-1.492129,0.046108,0.003527,5.129382,0.679688
40100,-1.465170,0.047375,0.003495,5.131370,0.679688
40150,-1.502849,0.045743,0.003524,5.133331,0.679688
40200,-1.503988,0.045799,0.003626,5.135285,0.679688
40250,-1.472084,0.046919,0.003513,5.137253,0.679688
40300,-1.501384,0.045658,0.003539,5.139215,0.683594
40350,-1.495797,0.046362,0.003474,5.141232,0.683594
40400,-1.516374,0.045462,0.003584,5.143140,0.683594
40450,-1.496099,0.046302,0.003463,5.145126,0.683594
40500,-1.487717,0.046571,0.003609,5.147115,0.683594
40500,0.037717,-1.275562
40550,-1.512083,0.045682,0.003612,5.149033,0.683594
40600,-1.524368,0.045076,0.003647,5.151004,0.683594
40650,-1.504673,0.046156,0.003621,5.152981,0.687500
40700,-1.498639,0.046444,0.003527,5.154968,0.687500
40750,-1.494618,0.046393,0.003614,5.156982,0.687500
40800,-1.467586,0.047394,0.003527,5.158965,0.687500
40850,-1.510515,0.045939,0.003606,5.160938,0.687500
40900,-1.504507,0.046168,0.003572,5.162927,0.687500
40950,-1.507022,0.046017,0.003567,5.164918,0.687500
41000,-1.498687,0.046724,0.003630,5.166919,0.691406
41000,0.037717,-1.275562
41050,-1.529824,0.045748,0.003728,5.168852,0.691406
41100,-1.525243,0.045962,0.003716,5.170849,0.691406
41150,-1.510688,0.046166,0.003603,5.172819,0.691406
41200,-1.494259,0.046968,0.003625,5.174800,0.691406
41250,-1.517852,0.046045,0.003535,5.176775,0.691406
41300,-1.511151,0.046372,0.003577,5.178774,0.695312
41350,-1.518851,0.046380,0.003489,5.180799,0.695312
41400,-1.500702,0.047000,0.003557,5.182820,0.695312
41450,-1.493291,0.046954,0.003643,5.184821,0.695312
41500,-1.514587,0.046361,0.003625,5.186837,0.695312
41500,0.037717,-1.275562
41550,-1.539429,0.045499,0.003572,5.188774,0.695312
41600,-1.542783,0.045596,0.003444,5.190770,0.695312
41650,-1.534281,0.046054,0.003639,5.192786,0.699219
41700,-1.540392,0.045784,0.003567,5.194791,0.699219
41750,-1.519049,0.046522,0.003554,5.196738,0.699219
41800,-1.517638,0.046753,0.003535,5.198747,0.699219
41850,-1.501532,0.047103,0.003617,5.200764,0.699219
41900,-1.523206,0.046340,0.003503,5.202764,0.699219
41950,-1.525601,0.046961,0.003511,5.204780,0.703125
42000,-1.524525,0.046612,0.003498,5.206844,0.703125
42000,0.037717,-1.275562
42050,-1.521002,0.046743,0.003494,5.208582,0.703125
42100,-1.534390,0.045946,0.003539,5.210626,0.703125
42150,-1.545752,0.046025,0.003611,5.212645,0.703125
42200,-1.533036,0.046302,0.003459,5.214675,0.703125
