step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu
13300,3,0.000098,0.197941,-0.063639,1.743862,0.004770,-0.740763,1.731562,0.012300,0.290469,0.061931,0.091927,2.918231,0.530262,5.365055,322.705602,14.443404
13400,3,0.000098,0.199550,-0.062828,1.749187,0.004821,-0.733907,1.737696,0.011491,0.283555,0.062498,0.093758,2.920492,0.526150,5.365192,322.386712,14.296620
13500,3,0.000098,0.200376,-0.063107,1.756550,0.004845,-0.736177,1.741599,0.014951,0.286953,0.069446,0.090498,2.940051,0.538658,5.366280,322.010780,14.764892
13600,3,0.000098,0.198941,-0.064091,1.753541,0.004808,-0.745280,1.740035,0.013506,0.277656,0.070405,0.090158,2.926492,0.554612,5.366578,321.682314,14.890956
13700,3,0.000098,0.199134,-0.063026,1.747735,0.004847,-0.736070,1.736035,0.011701,0.284687,0.067764,0.091207,2.925816,0.517863,5.367323,321.327149,15.276164
13800,3,0.000098,0.198586,-0.064059,1.750969,0.004778,-0.745361,1.738451,0.012518,0.288164,0.071035,0.090349,2.928445,0.482527,5.367740,320.991697,15.518358
13900,3,0.000098,0.198638,-0.063059,1.744644,0.004752,-0.735520,1.732166,0.012477,0.285000,0.075088,0.091175,2.948206,0.504422,5.369146,320.597243,15.229293
14000,3,0.000098,0.197209,-0.064114,1.742158,0.004805,-0.745495,1.728964,0.013194,0.287539,0.076777,0.089589,2.927569,0.572425,5.369234,320.281594,16.187080
14000,0.003451,0.003939,0.004791,-0.065549,0.004149,-0.753640,0.070762,0.322754,0.019252,2.940695,0.070959,0.091030,16.317585
14100,3,0.000098,0.196742,-0.064285,1.740176,0.004755,-0.746639,1.727538,0.012638,0.292734,0.072856,0.090726,2.925856,0.549078,5.368165,320.034898,16.287794
14200,3,0.000098,0.197500,-0.064590,1.747266,0.004805,-0.750133,1.732731,0.014535,0.284570,0.072769,0.089017,2.923919,0.454398,5.368813,319.685808,16.050640
14300,3,0.000098,0.198827,-0.062786,1.744087,0.004870,-0.733736,1.730565,0.013522,0.290039,0.069326,0.091077,2.962620,0.456034,5.369587,319.329351,15.724099
14400,3,0.000098,0.198683,-0.063463,1.747640,0.004963,-0.740580,1.733117,0.014523,0.283555,0.067336,0.090435,2.975778,0.508124,5.368529,319.081844,15.993534
14500,3,0.000098,0.200989,-0.062535,1.756828,0.004824,-0.731121,1.741658,0.015169,0.283164,0.073547,0.089770,2.939104,0.529529,5.369222,318.730209,16.702857
14600,3,0.000098,0.198368,-0.063662,1.746863,0.004745,-0.740690,1.733240,0.013624,0.287109,0.071509,0.091230,2.950997,0.487333,5.370130,318.365991,16.530099
14700,3,0.000098,0.199003,-0.062931,1.746225,0.004732,-0.733741,1.733203,0.013023,0.284961,0.070796,0.091539,2.956098,0.445830,5.371276,317.987776,16.052597
14800,3,0.000098,0.198100,-0.064125,1.748165,0.004764,-0.745319,1.734930,0.013235,0.286250,0.069263,0.090204,2.965272,0.425897,5.371620,317.657144,16.240502
14900,3,0.000098,0.198125,-0.063302,1.742847,0.004829,-0.738321,1.729597,0.013250,0.288398,0.067354,0.089237,2.972888,0.448686,5.372416,317.299812,17.120352
15000,3,0.000098,0.198496,-0.063222,1.744782,0.004840,-0.737274,1.732462,0.012321,0.288125,0.071187,0.091083,2.988516,0.392495,5.373091,316.949793,16.462614
15100,3,0.000098,0.198479,-0.063696,1.747829,0.004792,-0.741330,1.734736,0.013092,0.282930,0.070361,0.090069,2.986984,0.415871,5.373814,316.597000,16.887872
15200,3,0.000098,0.198373,-0.063307,1.744530,0.004744,-0.737931,1.730751,0.013779,0.285742,0.073350,0.089293,2.985535,0.458507,5.374132,316.268141,17.156327
15300,3,0.000098,0.198320,-0.063628,1.746322,0.004751,-0.740432,1.732981,0.013341,0.287187,0.073052,0.087828,2.978401,0.443809,5.374680,315.925799,17.789890
15400,3,0.000098,0.199727,-0.063478,1.754701,0.004812,-0.740093,1.741318,0.013383,0.289883,0.073740,0.091257,3.009423,0.516721,5.374925,315.601329,17.258620
15500,3,0.000097,0.198545,-0.062952,1.743312,0.004868,-0.735620,1.729161,0.014151,0.292422,0.070100,0.091831,3.042480,0.526518,5.375083,315.281929,17.034947
15600,3,0.000097,0.199006,-0.063194,1.748002,0.004752,-0.736350,1.732655,0.015347,0.289258,0.076606,0.091276,3.060752,0.603191,5.375335,314.957109,17.429690
15700,4,0.000097,0.198580,-0.063335,1.746105,0.004809,-0.738602,1.731944,0.014161,0.288984,0.072319,0.091275,3.040707,0.584076,5.371647,314.863091,17.627784
15800,4,0.000097,0.199295,-0.063814,1.754058,0.004688,-0.741604,1.739876,0.014182,0.280313,0.067817,0.090264,3.046168,0.579208,5.372794,314.485656,17.570491
15900,4,0.000097,0.197722,-0.063602,1.742162,0.004745,-0.740616,1.729665,0.012497,0.285742,0.066406,0.091076,3.041015,0.588048,5.373463,314.136337,18.247253
16000,4,0.000097,0.198499,-0.063172,1.744473,0.004721,-0.736172,1.732807,0.011666,0.289102,0.070601,0.091043,3.030843,0.508653,5.373623,313.816802,18.638672
16000,0.003429,0.003930,0.004757,-0.061820,0.004070,-0.716647,0.067933,0.287598,0.015976,3.047283,0.066671,0.091573,19.137634
16100,4,0.000097,0.198245,-0.063515,1.745071,0.004736,-0.739879,1.731474,0.013597,0.291523,0.071978,0.091310,3.042100,0.508195,5.373760,313.498689,18.772314
16200,4,0.000097,0.197860,-0.063540,1.742666,0.004793,-0.740088,1.729600,0.013067,0.290117,0.074189,0.089918,3.052873,0.471668,5.372928,313.237035,18.810709
16300,4,0.000097,0.200112,-0.062104,1.748110,0.004710,-0.725820,1.732822,0.015288,0.293984,0.075947,0.091063,3.083516,0.608670,5.373616,312.886769,18.957311
16400,4,0.000097,0.200631,-0.062462,1.753956,0.004740,-0.729223,1.739982,0.013974,0.282930,0.075361,0.090935,3.081168,0.630750,5.374293,312.537223,18.638196
16500,4,0.000097,0.198777,-0.063212,1.746592,0.004839,-0.737360,1.733727,0.012866,0.286562,0.081035,0.089395,3.046189,0.467604,5.374199,312.232576,19.343005
16600,4,0.000097,0.198124,-0.063117,1.741606,0.004723,-0.735560,1.729026,0.012581,0.291406,0.071831,0.090201,3.068997,0.451329,5.375004,311.875744,19.290229
16700,4,0.000097,0.198898,-0.062964,1.745748,0.004804,-0.735295,1.732996,0.012752,0.287305,0.070518,0.090993,3.108203,0.533945,5.376053,311.504844,19.013192
16800,4,0.000097,0.197574,-0.064039,1.744087,0.004715,-0.743885,1.732980,0.011107,0.285430,0.068916,0.088960,3.111320,0.447916,5.376254,311.183232,19.427595
16900,4,0.000097,0.197219,-0.064358,1.743846,0.004706,-0.747056,1.730942,0.012904,0.289844,0.070742,0.086945,3.098702,0.541697,5.376982,310.831133,20.391738
17000,4,0.000097,0.199034,-0.063215,1.748330,0.004707,-0.736505,1.735743,0.012587,0.286602,0.070032,0.087085,3.123898,0.468081,5.376892,310.526339,20.284451
17100,4,0.000097,0.200368,-0.063093,1.756412,0.004767,-0.735594,1.741422,0.014990,0.281992,0.068176,0.089688,3.134753,0.645268,5.376404,310.244531,19.903905
17200,4,0.000097,0.197927,-0.063469,1.742644,0.004739,-0.739306,1.729675,0.012969,0.291211,0.072153,0.088103,3.132982,0.461281,5.377520,309.870204,20.440979
17300,4,0.000097,0.199365,-0.063184,1.750327,0.004670,-0.736108,1.738427,0.011900,0.285117,0.069438,0.088654,3.151325,0.455528,5.378054,309.529580,20.454106
17400,4,0.000097,0.198635,-0.062600,1.741565,0.004680,-0.730971,1.727899,0.013666,0.291172,0.071650,0.089719,3.175161,0.530288,5.378402,309.199668,20.806827
17500,4,0.000097,0.197626,-0.064002,1.744191,0.004737,-0.744145,1.731019,0.013172,0.289219,0.070161,0.087763,3.203237,0.432375,5.378353,308.892568,20.376777
17600,4,0.000097,0.198333,-0.062870,1.741348,0.004722,-0.733054,1.728664,0.012684,0.289805,0.070193,0.090171,3.205403,0.423096,5.378777,308.558381,20.519020
17700,4,0.000096,0.199228,-0.062698,1.746175,0.004777,-0.732323,1.733167,0.013009,0.289023,0.068074,0.090750,3.191819,0.464305,5.379124,308.228632,20.769945
17800,4,0.000096,0.198409,-0.063085,1.743298,0.004701,-0.734868,1.730356,0.012942,0.285977,0.071890,0.089408,3.223741,0.594809,5.379020,307.924759,20.862792
17900,4,0.000096,0.197728,-0.063790,1.743451,0.004776,-0.742085,1.729633,0.013818,0.287461,0.078506,0.087345,3.202198,0.597607,5.379111,307.609668,21.470186
18000,4,0.000096,0.198912,-0.063023,1.746232,0.004738,-0.734795,1.732070,0.014162,0.287305,0.072344,0.088039,3.200030,0.830643,5.379861,307.257021,21.169754
18000,0.003636,0.004066,0.004938,-0.067298,0.004255,-0.770632,0.071543,0.295410,0.026657,3.264747,0.067216,0.091897,20.344172
18100,4,0.000096,0.198067,-0.065410,1.756507,0.004661,-0.756454,1.741050,0.015458,0.282773,0.070220,0.088181,3.219569,0.868723,5.379359,306.975869,21.222012
18200,4,0.000096,0.199274,-0.063980,1.755025,0.004763,-0.743739,1.738881,0.016144,0.286680,0.068806,0.088135,3.220445,0.677722,5.380682,306.590634,21.715942
18300,4,0.000096,0.196485,-0.064078,1.737087,0.004737,-0.744731,1.723952,0.013135,0.289414,0.070598,0.086981,3.225881,0.581168,5.381173,306.252950,21.975464
18400,4,0.000096,0.199893,-0.063316,1.754730,0.004697,-0.737519,1.741274,0.013455,0.285703,0.068740,0.088888,3.262870,0.624325,5.380761,305.966622,21.627213
18500,4,0.000096,0.197017,-0.064694,1.744737,0.004614,-0.749278,1.730961,0.013777,0.287187,0.072373,0.087343,3.259131,0.505164,5.381149,305.634872,21.997705
18600,4,0.000096,0.196181,-0.064803,1.739893,0.004642,-0.750864,1.726413,0.013479,0.288672,0.069673,0.087093,3.230697,0.618396,5.382393,305.254563,22.076952
18700,4,0.000096,0.199047,-0.063122,1.747792,0.004698,-0.734827,1.734303,0.013489,0.288633,0.068892,0.090331,3.255156,0.724683,5.381962,304.969352,21.769239
18800,4,0.000096,0.196409,-0.064524,1.739553,0.004718,-0.748602,1.726021,0.013533,0.288203,0.070859,0.087206,3.248234,0.603320,5.382852,304.609295,22.186971
18900,4,0.000096,0.196597,-0.064292,1.739258,0.004689,-0.746345,1.725794,0.013464,0.290664,0.068630,0.088635,3.253077,0.549799,5.383130,304.283951,22.282371
19000,4,0.000096,0.199970,-0.062858,1.752182,0.004725,-0.733150,1.735836,0.016347,0.282500,0.071416,0.088462,3.260012,0.612347,5.383140,303.973754,22.531637
19100,4,0.000096,0.199748,-0.063190,1.752915,0.004686,-0.736183,1.737081,0.015834,0.281406,0.066833,0.090069,3.288160,0.781260,5.384258,303.601076,22.185328
19200,4,0.000096,0.199762,-0.062979,1.751609,0.004729,-0.734516,1.736574,0.015035,0.286758,0.070952,0.088837,3.275983,0.586164,5.383525,303.332872,22.863921
19300,4,0.000096,0.198830,-0.063934,1.751764,0.004686,-0.742845,1.737446,0.014318,0.283789,0.070850,0.087966,3.261990,0.559349,5.384381,302.975092,23.207912
19400,4,0.000096,0.198909,-0.062946,1.745699,0.004696,-0.733391,1.731653,0.014046,0.284102,0.069199,0.089766,3.308736,0.537588,5.385400,302.608297,22.738382
19500,4,0.000095,0.197984,-0.063492,1.743176,0.004714,-0.738466,1.729389,0.013787,0.294219,0.070957,0.087145,3.319088,0.531021,5.385284,302.305344,22.824570
19600,5,0.000095,0.200480,-0.061982,1.749747,0.004768,-0.725275,1.733816,0.015930,0.286875,0.068586,0.089898,3.350624,0.605250,5.383058,302.120692,22.872515
19700,5,0.000095,0.198270,-0.064151,1.749467,0.004633,-0.744406,1.735205,0.014262,0.283203,0.070464,0.087335,3.339208,0.506448,5.382977,301.815641,23.348749
19800,5,0.000095,0.196782,-0.064667,1.742993,0.004655,-0.749815,1.729411,0.013581,0.288359,0.069136,0.086061,3.314958,0.509013,5.383551,301.473879,23.402806
19900,5,0.000095,0.197557,-0.062864,1.736141,0.004687,-0.732837,1.724963,0.011178,0.292578,0.071870,0.086134,3.370738,0.431565,5.384032,301.137399,23.189824
20000,5,0.000095,0.197605,-0.063669,1.741823,0.004726,-0.740912,1.729597,0.012226,0.287383,0.070625,0.086393,3.343556,0.490417,5.384741,300.788195,23.358797
20000,0.003412,0.004038,0.004980,-0.065499,0.004192,-0.753101,0.069168,0.310059,0.054366,3.364208,0.071063,0.090311,22.842519
20100,5,0.000095,0.198819,-0.062740,1.743725,0.004707,-0.731945,1.731456,0.012269,0.286562,0.073008,0.087548,3.356576,0.573572,5.383058,300.572642,23.541130
20200,5,0.000095,0.197561,-0.063094,1.737696,0.004623,-0.733795,1.725697,0.011999,0.288438,0.068652,0.086336,3.396248,0.581293,5.383636,300.230779,23.362421
20300,5,0.000095,0.196817,-0.064673,1.743268,0.004650,-0.749946,1.731742,0.011526,0.289258,0.071069,0.085123,3.357077,0.452839,5.383255,299.942457,23.726371
20400,5,0.000095,0.196629,-0.064376,1.740036,0.004697,-0.747566,1.728831,0.011205,0.288320,0.069148,0.087737,3.361205,0.456207,5.384423,299.567867,23.532731
20500,5,0.000095,0.197105,-0.063270,1.735833,0.004579,-0.735862,1.724249,0.011584,0.295195,0.069285,0.088444,3.389171,0.557482,5.384208,299.270247,23.738156
20600,5,0.000095,0.197205,-0.064346,1.743673,0.004702,-0.746935,1.732663,0.011010,0.288281,0.070647,0.086131,3.386183,0.483612,5.384720,298.932294,23.957997
20700,5,0.000095,0.196554,-0.063978,1.736881,0.004633,-0.743577,1.724677,0.012205,0.296680,0.071621,0.086047,3.379205,0.504473,5.385398,298.585157,23.966909
20800,5,0.000095,0.196296,-0.064654,1.739665,0.004583,-0.748732,1.726957,0.012708,0.291250,0.071216,0.085507,3.375849,0.498666,5.385244,298.284199,24.108925
20900,5,0.000095,0.197516,-0.064811,1.748850,0.004602,-0.750181,1.736794,0.012056,0.283359,0.070483,0.085097,3.354544,0.557949,5.385401,297.966068,24.376716
21000,5,0.000095,0.196930,-0.064553,1.743221,0.004575,-0.748056,1.731682,0.011538,0.281992,0.070591,0.085745,3.382153,0.491032,5.386013,297.622751,24.295075
21100,5,0.000095,0.196680,-0.063517,1.734645,0.004626,-0.738530,1.722327,0.012318,0.295078,0.070181,0.084921,3.377659,0.567972,5.386763,297.271890,24.355605
21200,5,0.000094,0.199298,-0.062933,1.748207,0.004674,-0.733605,1.735603,0.012605,0.284062,0.069746,0.085502,3.420328,0.527629,5.387474,296.923339,23.953036
21300,5,0.000094,0.196743,-0.063301,1.733627,0.004598,-0.736722,1.721585,0.012041,0.294258,0.070752,0.086342,3.413286,0.511971,5.387704,296.601293,24.121573
21400,5,0.000094,0.197338,-0.063458,1.738639,0.004629,-0.737884,1.727538,0.011101,0.286094,0.070493,0.087045,3.419572,0.638304,5.388152,296.267297,24.157223
21500,5,0.000094,0.197381,-0.063316,1.737982,0.004695,-0.737138,1.727272,0.010710,0.288789,0.074771,0.087175,3.398893,0.470090,5.389027,295.909928,24.606883
21600,5,0.000094,0.196796,-0.064041,1.738914,0.004648,-0.744538,1.728640,0.010274,0.290859,0.071421,0.086119,3.388128,0.459943,5.389496,295.574959,24.644461
21700,5,0.000094,0.197014,-0.063567,1.737208,0.004610,-0.738708,1.726470,0.010738,0.288906,0.073828,0.084172,3.383690,0.480729,5.389348,295.273824,25.011921
21800,5,0.000094,0.198402,-0.062416,1.738786,0.004749,-0.728974,1.726752,0.012035,0.290000,0.077427,0.085742,3.384333,0.512056,5.389635,294.948850,24.963212
21900,5,0.000094,0.196500,-0.063825,1.735505,0.004622,-0.741295,1.723487,0.012017,0.295664,0.074292,0.085798,3.372761,0.457204,5.389943,294.622802,25.101148
22000,5,0.000094,0.197182,-0.063801,1.739882,0.004647,-0.741756,1.728035,0.011847,0.290820,0.070244,0.086472,3.379316,0.618083,5.390615,294.276851,24.895169
22000,0.003421,0.004112,0.004969,-0.067364,0.004197,-0.770112,0.069141,0.296387,0.040217,3.375739,0.079028,0.089952,25.095055
22100,5,0.000094,0.197403,-0.062906,1.735396,0.004747,-0.734404,1.723721,0.011674,0.289414,0.070383,0.087508,3.380476,0.545410,5.390223,293.989095,24.994467
22200,5,0.000094,0.195553,-0.064498,1.733675,0.004694,-0.748251,1.721882,0.011793,0.289375,0.069868,0.086974,3.375261,0.555282,5.390525,293.663418,25.344607
22300,5,0.000094,0.199106,-0.063387,1.749955,0.004706,-0.738058,1.738247,0.011708,0.285391,0.070278,0.088208,3.372713,0.486193,5.389793,293.394095,25.214724
22400,5,0.000094,0.196633,-0.064256,1.739261,0.004580,-0.744941,1.728359,0.010902,0.292852,0.068926,0.087134,3.368303,0.413218,5.390432,293.050107,25.598102
22500,5,0.000094,0.195969,-0.064303,1.735148,0.004612,-0.745717,1.724785,0.010363,0.291133,0.071538,0.086252,3.351144,0.429235,5.391172,292.700751,25.924205
22600,5,0.000094,0.196109,-0.064709,1.738787,0.004596,-0.749533,1.728248,0.010540,0.292930,0.073560,0.085280,3.333786,0.445146,5.391566,292.370198,26.117168
22700,5,0.000093,0.196942,-0.063350,1.735278,0.004668,-0.737330,1.723569,0.011709,0.293672,0.073130,0.088612,3.358382,0.581530,5.392196,292.026951,25.643169
22800,5,0.000093,0.196045,-0.063998,1.733621,0.004614,-0.742882,1.723315,0.010306,0.296367,0.071450,0.087190,3.336103,0.478495,5.393036,291.672456,25.752393
22900,5,0.000093,0.198328,-0.062706,1.740225,0.004664,-0.731034,1.729440,0.010784,0.286289,0.073252,0.087604,3.344219,0.490076,5.393376,291.345031,25.674446
23000,5,0.000093,0.196640,-0.063898,1.736924,0.004633,-0.743226,1.727107,0.009818,0.290859,0.073047,0.085311,3.325518,0.455210,5.393259,291.042346,26.089193
23100,5,0.000093,0.196425,-0.063945,1.735802,0.004691,-0.742954,1.724713,0.011089,0.290586,0.070312,0.085771,3.312992,0.633764,5.393753,290.706694,26.216617
23200,5,0.000093,0.198356,-0.063418,1.745157,0.004682,-0.737969,1.733688,0.011469,0.288281,0.074526,0.085711,3.305327,0.638706,5.392863,290.445603,26.192842
23300,5,0.000093,0.196764,-0.064765,1.743529,0.004584,-0.750284,1.730936,0.012592,0.291328,0.076113,0.084893,3.279109,0.559007,5.393408,290.107229,26.441568
23400,5,0.000093,0.197216,-0.062947,1.734421,0.004658,-0.733492,1.723731,0.010689,0.292969,0.076616,0.087281,3.271171,0.469675,5.394067,289.762813,26.365457
23500,6,0.000093,0.195274,-0.064212,1.729905,0.004561,-0.744580,1.719401,0.010503,0.293555,0.084453,0.087059,3.257415,0.439758,5.391656,289.583268,26.888044
23600,6,0.000093,0.196636,-0.063956,1.737282,0.004582,-0.742215,1.726531,0.010751,0.287813,0.077041,0.088099,3.259842,0.451266,5.392072,289.251809,26.829586
23700,6,0.000093,0.195483,-0.064336,1.732126,0.004653,-0.746239,1.720619,0.011507,0.295586,0.073970,0.086251,3.264330,0.478974,5.392708,288.908664,26.746712
23800,6,0.000093,0.195839,-0.064228,1.733779,0.004699,-0.745777,1.723171,0.010608,0.294766,0.073154,0.086606,3.233192,0.484410,5.392421,288.614934,26.897374
23900,6,0.000093,0.196424,-0.063186,1.730739,0.004699,-0.735902,1.720753,0.009986,0.296172,0.067830,0.086426,3.211265,0.500024,5.393186,288.264988,26.835090
24000,6,0.000093,0.196682,-0.063884,1.737103,0.004698,-0.742517,1.725962,0.011141,0.289219,0.073276,0.085705,3.184376,0.552782,5.393770,287.924758,26.989918
24000,0.003458,0.004117,0.004930,-0.065212,0.004112,-0.749153,0.069536,0.310547,0.019690,3.200023,0.078764,0.090387,27.151812
24100,6,0.000092,0.195047,-0.063790,1.725579,0.004569,-0.740386,1.714703,0.010876,0.298945,0.076382,0.085354,3.176192,0.485660,5.394267,287.589259,27.263901
24200,6,0.000092,0.200001,-0.061720,1.744804,0.004731,-0.723590,1.733150,0.011653,0.289258,0.077671,0.086007,3.143686,0.523426,5.395243,287.228331,27.193399
24300,6,0.000092,0.197481,-0.063458,1.739595,0.004711,-0.738744,1.727527,0.012068,0.292109,0.080107,0.084252,3.139489,0.624771,5.395112,286.926381,27.796364
24400,6,0.000092,0.196452,-0.063931,1.735886,0.004679,-0.743058,1.725125,0.010761,0.291211,0.076230,0.084757,3.130308,0.537169,5.396308,286.553965,28.056864
24500,6,0.000092,0.197544,-0.063015,1.737056,0.004660,-0.734218,1.725376,0.011680,0.293242,0.080903,0.086901,3.132034,0.571449,5.396519,286.233873,28.136868
24600,6,0.000092,0.195995,-0.063604,1.730665,0.004748,-0.740490,1.717459,0.013206,0.299492,0.082700,0.086854,3.087455,0.505840,5.397718,285.861539,28.229251
24700,6,0.000092,0.197517,-0.062946,1.736419,0.004701,-0.733676,1.723713,0.012706,0.294023,0.077651,0.088548,3.073659,0.509186,5.398245,285.524902,28.441432
24800,6,0.000092,0.198496,-0.062782,1.741857,0.004758,-0.732866,1.729805,0.012051,0.286992,0.085347,0.087581,3.004697,0.579898,5.398438,285.205953,28.694728
24900,6,0.000092,0.198392,-0.063174,1.743768,0.004726,-0.736764,1.731450,0.012318,0.287773,0.090527,0.087640,3.012792,0.530002,5.398638,284.886652,29.194171
25000,6,0.000092,0.195891,-0.064241,1.734213,0.004700,-0.746122,1.722727,0.011487,0.292187,0.092085,0.085786,3.025468,0.464784,5.399018,284.557919,29.559339
25100,6,0.000092,0.196795,-0.063567,1.735745,0.004647,-0.739027,1.724592,0.011154,0.290078,0.083726,0.087264,3.029631,0.462966,5.399723,284.212123,29.547988
25200,6,0.000092,0.195830,-0.063214,1.726962,0.004677,-0.736280,1.715744,0.011218,0.296602,0.086226,0.089461,3.022529,0.463867,5.399905,283.893881,29.492200
25300,6,0.000092,0.195132,-0.064676,1.732054,0.004698,-0.750111,1.721133,0.010921,0.292930,0.090459,0.087434,3.009138,0.441422,5.399617,283.600366,29.924594
25400,6,0.000092,0.195539,-0.063162,1.724675,0.004666,-0.735553,1.714460,0.010215,0.296484,0.086460,0.087960,3.014256,0.433976,5.399449,283.300489,30.063159
25500,6,0.000091,0.196396,-0.063873,1.735132,0.004586,-0.741578,1.723714,0.011418,0.289414,0.090322,0.088504,3.000359,0.431378,5.399708,282.978287,30.712547
25600,6,0.000091,0.195537,-0.064169,1.731372,0.004607,-0.744778,1.719595,0.011777,0.294414,0.094106,0.088717,2.970791,0.503353,5.400071,282.650593,30.696997
25700,6,0.000091,0.195988,-0.063269,1.728376,0.004713,-0.736982,1.717860,0.010517,0.293320,0.095220,0.089500,2.970429,0.477092,5.401002,282.293284,30.803820
25800,6,0.000091,0.196589,-0.063196,1.731898,0.004643,-0.735905,1.721083,0.010815,0.292539,0.094541,0.090890,2.920688,0.523189,5.401613,281.952826,30.579921
25900,6,0.000091,0.193869,-0.064759,1.724184,0.004635,-0.750646,1.714032,0.010151,0.295742,0.091938,0.088693,2.905750,0.435381,5.401665,281.641579,31.306240
26000,6,0.000091,0.195762,-0.063185,1.726318,0.004689,-0.736054,1.716841,0.009477,0.296094,0.092441,0.090310,2.914883,0.830132,5.401654,281.333607,31.622287
26000,0.003322,0.003785,0.004776,-0.065165,0.003944,-0.748431,0.069587,0.326660,0.014777,2.920514,0.090021,0.092901,31.648013
26100,6,0.000091,0.195612,-0.063899,1.730075,0.004619,-0.741987,1.719730,0.010345,0.290625,0.088047,0.089674,2.923919,0.547822,5.401293,281.043823,31.738065
26200,6,0.000091,0.195387,-0.064448,1.732238,0.004690,-0.747873,1.722403,0.009835,0.288555,0.094648,0.088316,2.884158,0.449317,5.402012,280.697863,32.254523
26300,6,0.000091,0.195779,-0.063630,1.729395,0.004558,-0.739045,1.719506,0.009889,0.294609,0.098618,0.088203,2.890161,0.461667,5.402156,280.381871,32.855781
26400,6,0.000091,0.195993,-0.063602,1.730633,0.004658,-0.739565,1.719903,0.010730,0.294063,0.096724,0.088461,2.869582,0.467633,5.402644,280.048043,33.251800
